icsa_id,icsa_url,icsa_release,icsa_update,icsa_description,icsa_is_update,icsa_vendor,icsa_oneliner
ICSA-12-179-01,https://www.us-cert.gov/ics/advisories/ICSA-12-179-01,2012-06-27,2018-09-06,Pro-Face Pro-Server EX Vulnerabilities,1,Digital Electronics," This advisory is a follow-up to the alert titled “ICS-ALERT-12-137-01 Pro-face Pro-Server EX Vulnerabilities,” that was published May 16, 2012, on the ICS-CERT Web page.Independent researcher Luigi Auriemma identified multiple vulnerabilities in the Pro-face Pro-Server EX application and publicly released this information without coordination with ICS-CERT, the vendor, or any other coordinating entity known to ICS-CERT.The four confirmed vulnerabilities are invalid memory access, integer overflow, unhandled exception, and memory corruptions. Each of these vulnerabilities can be exploited remotely, and public exploits are known to target these vulnerabilities.ICS-CERT has coordinated these vulnerabilities with the development and manufacturing company of Pro-face branded products, Digital Electronics, which has produced an update that resolves these vulnerabilities."
ICSA-12-185-01,https://www.us-cert.gov/ics/advisories/ICSA-12-185-01,2012-07-03,2014-09-02,WellinTech KingView Multiple Vulnerabilities,1,WellinTech," Independent researchers Carlos Mario Penagos Hollman and Dillon Beresford identified multiple vulnerabilities in WellinTech’s KingView and a single vulnerability in WellinTech’s KingHistorian application. These vulnerabilities are exploitable remotely. WellinTech has created a patch and the researchers have validated that the patch resolves these vulnerabilities in the KingView and KingHistorian applications."
ICSA-12-201-01,https://www.us-cert.gov/ics/advisories/ICSA-12-201-01,2012-07-19,2015-05-06,OSIsoft PI OPC DA Interface Buffer Overflow,1,OSIsoft," ICS-CERT has received a report from OSIsoft concerning a stack-based buffer overflow in the PI OPC DA Interface software that could cause the software to crash or allow a remote attacker to execute arbitrary code. This vulnerability was discovered during a software assessment requested by OSIsoft and funded by the US Department of Homeland Security.OSIsoft has published a customer notification, and has released a product update that resolves this vulnerability."
ICSA-12-205-01,https://www.us-cert.gov/ics/advisories/ICSA-12-205-01,2012-07-23,2013-05-08,Siemens WinCC Insecure SQL Server Authentication,1,Siemens," Siemens has released a software update for an insecure SQL server authentication vulnerability in Siemens’ SIMATIC WinCC and SIMATIC PCS 7 software. Previous versions of SIMATIC WinCC use default SQL server credentials that allowed administrative access to the database. The default credentials cannot be changed or disabled. This vulnerability can be remotely exploited, as was the case with Stuxnet malware which was known to target this vulnerability. Siemens has produced an updated version that resolves the reported vulnerability. Note: This advisory, together with advisory “ICSA-12-205-02—Siemens SIMATIC STEP 7 DLL Vulnerability,” addresses vulnerabilities first discovered in 2010 in conjunction with the discovery of Stuxnet. This vulnerability was fixed in 2010 by Siemens through a security update."
ICSA-12-205-02,https://www.us-cert.gov/ics/advisories/ICSA-12-205-02,2012-07-23,2013-05-08,Siemens SIMATIC STEP 7 DLL Vulnerability,1,Siemens," Siemens has released a software update for a DLL hijacking vulnerability in SIMATIC STEP 7 and SIMATIC PCS 7 software. Previous versions of SIMATIC STEP 7 and PCS 7 allowed the loading of malicious DLL files into the STEP 7 project folder that can be used to attack the system on which STEP 7 is installed. This vulnerability can be remotely exploited, as was the case with Stuxnet malware which was known to target this vulnerability. Siemens has produced a patch that resolves this vulnerability. Note: This advisory, together with advisory “ICSA-12-205-01--Siemens WinCC Insecure SQL Authentication,” addresses vulnerabilities first discovered in 2010 in conjunction with the discovery of Stuxnet. This vulnerability was fixed in 2011 by Siemens through a security update."
ICSA-12-212-01,https://www.us-cert.gov/ics/advisories/ICSA-12-212-01,2012-07-30,2013-08-28,ICONICS GENESIS32/BizViz Security Configurator Authentication Bypass Vulnerability,1,ICONICS," Dr. Wesley McGrew of Mississippi State University has identified an authentication bypass vulnerability leading to privilege escalation in the ICONICS GENESIS32 and BizViz applications, specifically in the Security Configurator component. This vulnerability allows an attacker to bypass normal authentication methods, granting full administrative control over the system. Exploits that target this vulnerability are known to be publicly available. ICONICS has produced a hot fix that mitigates this vulnerability."
ICSA-12-212-02,https://www.us-cert.gov/ics/advisories/ICSA-12-212-02,2012-07-30,2013-05-08,Siemens SIMATIC S7-400 PN CPU DoS,1,Siemens," Siemens has reported to ICS-CERT that denial-of-service (DoS) vulnerabilities exist in the SIMATIC S7-400 V6 and SIMATIC S7-400 V5 PN CPU products. Siemens has produced a firmware update that mitigates the vulnerability affecting the S7-400 V6. Siemens will not fix the vulnerability that affects the S7-400 V5 because that product version has reached end-of-life and has been discontinued. Both vulnerabilities could be exploited remotely."
ICSA-12-213-01A,https://www.us-cert.gov/ics/advisories/ICSA-12-213-01A,2014-03-18,2018-09-06,Sielco Sistemi Winlog Multiple Vulnerabilities (Update A),1,Sielco Sistemi," This updated advisory is a follow-up to the original advisory titled ICSA-12-213-01 - Sielco Sistemi Winlog Multiple Vulnerabilities that was published July 31, 2012, on the NCCIC/ICS-CERT web site. The updated advisory matches new CVE identifiers up with other publicly available vulnerability disclosuresa and databases.b Researchers Carlos Mario Penagos Hollmann of IOActive, Michael Messner, and Luigi Auriemma have separately identified multiple vulnerabilities in Sielco Sistemi’s Winlog application. Sielco Sistemi has produced a new release that corrects all identified vulnerabilities. Mr. Hollmann and Mr. Auriemma have tested the release to validate that it resolves the vulnerabilities. These vulnerabilities can be remotely exploited. Exploit code is publicly available for these vulnerabilities."
ICSA-12-214-01,https://www.us-cert.gov/ics/advisories/ICSA-12-214-01,2012-08-01,2013-05-08,Siemens Synco OZW Default Password,1,Siemens," Siemens has reported to ICS-CERT that a default password vulnerability exists in the Siemens Synco OZW Web Server device used for building automation systems. Siemens urges their customers to set a secure password on their device’s web interface. This vulnerability could be exploited remotely."
ICSA-12-227-01,https://www.us-cert.gov/ics/advisories/ICSA-12-227-01,2012-08-14,2013-05-07,Siemens COMOS Database Privilege Escalation Vulnerability,1,Siemens," Siemens has reported a privilege escalation vulnerability in the Siemens COMOS database application. Siemens has produced an update that fixes this vulnerability. This vulnerability could be exploited remotely."
ICSA-12-228-01A,https://www.us-cert.gov/ics/advisories/ICSA-12-228-01A,2013-08-12,2014-03-06,Tridium Niagara Vulnerabilities (Update A),1,Tridium,
ICSA-12-234-01,https://www.us-cert.gov/ics/advisories/ICSA-12-234-01,2012-10-15,2018-08-23,GE Intelligent Platforms Proficy Real-Time Information Portal Vulnerabilities,0,GE," This advisory is a follow-up to the previously updated portal advisory titled ICSA-12-234-01AP—GE Intelligent Platforms Proficy Real-Time Information Portal Multiple Vulnerabilities, which was published September 17, 2012, in the US-CERT secure Portal library. This advisory provides mitigation details for multiple vulnerabilities that affect the GE Intelligent Platforms Proficy Real-Time Information Portal. Researcher Kuang-Chun Hung of Information and Communication Security Technology Center (ICST) identified multiple vulnerabilities in GE’s Intelligent Platforms Proficy Real-Time Information Portal. Three improper input validation vulnerabilities could lead to a possible denial of service (DoS). GE has released patches that fix the vulnerabilities in Versions 3.5 SP1, 3.5, and 3.0 SP1. Successful exploitation of these vulnerabilities could affect multiple sectors worldwide. These vulnerabilities can be exploited remotely."
ICSA-12-243-01,https://www.us-cert.gov/ics/advisories/ICSA-12-243-01,2012-08-30,2013-04-30,GarrettCom - Use of Hard-Coded Password,1,GarrettCom," Independent security researcher Justin W. Clarke of Cylance Inc. has identified a privilege-escalation vulnerability in the GarrettCom Magnum MNS-6K Management Software application via the use of a hard-coded password. This vulnerability could allow a remote attacker with any level of access to the system to escalate the attacker’s privilege to the administrative level. The attacker must have access to a logon account on the device to exploit this vulnerability. GarrettCom has produced a patch that mitigates this vulnerability."
ICSA-12-249-01,https://www.us-cert.gov/ics/advisories/ICSA-12-249-01,2012-09-05,2013-04-30,Arbiter Systems Power Sentinel Denial-of-Service Vulnerability,1,Arbiter Systems," Arbiter Systems reported to ICS-CERT that a vulnerability that causes a denial of service (DoS) has been identified in Arbiter Systems Power Sentinel Phasor Measurement Unit. The vulnerability can be exploited remotely. Arbiter Systems has produced a patch that mitigates this vulnerability. OSIsoft tested the patch to validate that it resolves the vulnerability."
ICSA-12-249-02,https://www.us-cert.gov/ics/advisories/ICSA-12-249-02,2012-09-05,2018-09-06,WAGO IO 758 Default Linux Credentials,1,WAGO," This advisory updates the ICS-CERT Alert titled “ICS-ALERT-12-097-01 - WAGO IPC Vulnerabilities” that was posted on the ICS-CERT Web site on April 06, 2012. This alert detailed a vulnerability report of “hard-coded” credentials and improper access controls in the WAGO I/O System 758 product line. Researcher Reid Wightman of Digital Bond released these vulnerabilities without coordination with ICS-CERT or WAGO. After coordination with the researcher and the vendor, ICS-CERT determined that the improper authentication vulnerability is found in a third-party component used in multiple WAGO products. ICS-CERT is also coordinating this vulnerability with 3-S Smart Software Solutions, the third-party supplier. ICS-CERT will update an advisory with additional information from 3S as it becomes available. WAGO has confirmed that its I/O System 758 products are configured with default operating system credentials. These credentials are disclosed, but WAGO provided no information on how to change the default passwords. WAGO has released a procedure with additional documentation on how to change the default operating system passwords in Models 758-874, 758-875, and 758-876. WAGO has also released a best security practices document that makes recommendations to its customers on how to best secure its industrial control system (ICS) products. These vulnerabilities are exploitable remotely and proof-of-concept (PoC) exploits are known to exist."
